
id,name,nomen,sex,spouse
4242,APPU4242  Appuleia (32),Appuleia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1993
4243,CLOD4243  Clodia (68),Clodia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4244
4244,AUFI4244 -. Aufilius (A),Aufilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4243
4245,LIVI4245  Livia (34),Livia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1596
4246,POMP4246  Pomponia (28),Pomponia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,832
4247,LICI4247  Licinia (177),Licinia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,907
4248,AURE4248  Aurelia (D),Aurelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2758
4249,VALE4249  Valeria (390),Valeria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2370
4251,OCTA4251  Octavia (95) maior,Octavia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3037
4252,ANCH4252  Ancharia (7),Ancharia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2104
4254,CLAU4254  Claudia (422) Marcella maior,Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2808
4255,CLAU4255  Claudia (423) Marcella minor,Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2895
4255,CLAU4255  Claudia (423) Marcella minor,Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3903
4255,CLAU4255  Claudia (423) Marcella minor,Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4315
4256,CASS4256 -. Cassius (1),Cassius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4791
4258,AURE4258  Aurelia (248),Aurelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1799
4260,ATIL4260  Atilia (79),Atilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2241
4262,AEMI4262  Aemilia (166) Lepida,Aemilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2347
4267,TERT4267  Tertulla (20),Tertulla,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1981
4267,TERT4267  Tertulla (20),Tertulla,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4000
4269,SEMP4269  Sempronia (103),Sempronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2023
4271,FULC4271  Fulcinia (10),Fulcinia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4275
4273,FANN4273  Fannia (21),Fannia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4274
4274,TITI4274 C. Titinius (8),Titinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4273
4275,MARI4275 C. Marius (A),Marius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4271
4277,ANTI4277  Antistia (60),Antistia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1976
4278,CALP4278  Calpurnia (125),Calpurnia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1932
4279,NONI4279 -. Nonius (A),Nonius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4280
4280,CORN4280  Cornelia (C),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4279
4282,VALE4282  Valeria (389),Valeria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1746
4283,VALE4283 M. Valerius (B) Messalla,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3971
4285,CLOE4285  Cloelia (14),Cloelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1746
4286,ILIA4286  Ilia (2),Ilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1746
4287,AELI4287  Aelia (164),Aelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1746
4288,ANTI4288  Antistia (59),Antistia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1452
4289,HORT4289  Hortensia (16),Hortensia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3917
4292,VALE4292  Valeria (392),Valeria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4461
4293,CORN4293  Cornelia (409),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1651
4295,MEMM4295  Memmia (38),Memmia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1876
4304,SERV4304  Servilia (104),Servilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3913
4306,LOLL4306  Lollia (29),Lollia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2234
4307,MARC4307  Marcia (113),Marcia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4101
4308,PINA4308 L. Pinarius (A),Pinarius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3885
4312,ALFI4312  Alfidia (3),Alfidia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2520
4313,VALE4313  Valeria (402) Messallina,Valeria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4972
4315,VALE4315 M. Valerius (260) Messalla Barbatus Appianus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4255
4316,LIVI4316  Livia (41) Ocellina,Livia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4317
4317,SULP4317 C. Sulpicius (53) Galba,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4316
4317,SULP4317 C. Sulpicius (53) Galba,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4318
4318,MUMM4318  Mummia (26) Achaica,Mummia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4317
4320,AELI4320  Aelia (B),Aelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3976
4323,AEMI4323  Aemilia (170) Lepida,Aemilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4324
4323,AEMI4323  Aemilia (170) Lepida,Aemilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4746
4324,AEMI4324 Mam. Aemilius (139) Scaurus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4323
4324,AEMI4324 Mam. Aemilius (139) Scaurus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4337
4327,MARC4327  Marcia (120),Marcia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4328
4328,FABI4328 -. Fabius (102) Maximus,Fabius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4327
4330,QUIN4330 P. Quinctilius (20) Varus,Quinctilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4331
4331,CLAU4331  Claudia (434) Pulchra,Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4330
4333,CORN4333 P.? Cornelius (130) Dolabella,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4334
4334,QUIN4334  Quinctilia (30),Quinctilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4333
4337,SEXT4337  Sextia (44),Sextia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4324
4340,FABI4340  Fabia (171),Fabia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,856
4341,ANTO4341  Antonia (108),Antonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2821
4350,ATIL4350 A. Atilius (35) Calatinus,Atilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3943
4351,OTAC4351  Otacilia (19),Otacilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4119
4352,AFRA4352  Afrania (17),Afrania,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3203
4353,FUND4353  Fundania (8),Fundania,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1963
4354,COSS4354  Cossinia (A),Cossinia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2457
4357,QUIN4357  Quinctilia (29),Quinctilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2598
4359,ANNI4359  Annia (101),Annia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1871
4359,ANNI4359  Annia (101),Annia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1974
4364,MUNA4364  Munatia (41),Munatia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2981
4365,COPO4365  Coponia (A),Coponia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4366
4366,SILI4366 P. Silius (21),Silius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4365
4458,SEPT4458 L. Septumius (not in RE) Arn.,Septumius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4978
4461,SULP4461 Ser. Sulpicius (96) Lem. Rufus,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4292
4462,TERE4462 P. Terentius (49) Hispo,Terentius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4983
4545,ALBI4545 -. Albius (10) Clu. Oppianicus,Albius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4749
4545,ALBI4545 -. Albius (10) Clu. Oppianicus,Albius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4750
4545,ALBI4545 -. Albius (10) Clu. Oppianicus,Albius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4751
4545,ALBI4545 -. Albius (10) Clu. Oppianicus,Albius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4752
4545,ALBI4545 -. Albius (10) Clu. Oppianicus,Albius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,5292
4547,CAEC4547 Q. Caecilius (21),Caecilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3880
4548,CLUE4548 A. Cluentius (3) Clu. Habitus,Cluentius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4752
4589,"VIBI4589 -. Vibius (Sicca, Vibius 18?) (Sicca)",Vibius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,5558
4613,MARC4613 C. (or Cn.) Marcius (50) Coriolanus,Marcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,5026
4669,"PUBL4669  Publicia (26, Publilia 16)",Publicia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1406
4693,DOMI4693  Domitia (102) Lepida,Domitia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4840
4710,AURE4710  Aurelia (A) Orestilla,Aurelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2970
4719,MINU4719  Minucia (71),Minucia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2324
4722,ANON4722  - (Kleopatra 20) Philopater,-,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2392
4726,AEMI4726 L. Aemilius (115) Paullus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4948
4729,CORN4729  Cornelia (419),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2895
4730,SEMP4730  Sempronia (A) Atratina,Sempronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2895
4733,QUIN4733  Quinctilia (30a),Quinctilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2927
4735,CORN4735  Cornelia (A),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2931
4737,PYTH4737 -. Pythodoros (13) 'of Tralles',Pythodoros,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3912
4738,CASS4738 -. Cassius (A),Cassius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4165
4740,DOMI4740  Domitia (91),Domitia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4841
4742,QUIN4742  Quinctia (60),Quinctia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2553
4746,SULP4746 P. Sulpicius (90) Quirinus,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4323
4747,NONI4747  Nonia (C),Nonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4748
4748,ANNE4748 M. Anneius (A),Anneius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4747
4749,CLUE4749  Cluentia (5),Cluentia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4545
4750,MAGI4750  Magia (20),Magia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4545
4751,NOVI4751  Novia (26),Novia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4545
4752,SASS4752  Sassia (1),Sassia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4545
4752,SASS4752  Sassia (1),Sassia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4548
4759,CORN4759  Cornelia (411),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3780
4761,VATI4761  Vatiena (A),Vatiena,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1882
4762,CAEC4762  Caecilia (136) Metella,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2328
4765,OCTA4765  Octavia (94),Octavia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2140
4766,CALP4766  Calpurnia (A),Calpurnia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2758
4767,PAUL4767  Popillia (33) = Paulla Popillia,Popillia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2274
4774,FLAM4774 -. Flaminius (11),Flaminius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,2709
4776,DOMI4776  Domitia (93) Calvina,Domitia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2739
4783,CORN4783  Cornelia (415),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2297
4784,SERG4784 L. Sergius (39) Silus,Sergius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3939
4786,CAME4786 -. Camerius (A),Camerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4011
4787,MARC4787 Q. Marcius (A) Philippus,Marcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4056
4791,SULP4791  Sulpicia (B),Sulpicia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4256
4792,CALP4792  Calpurnia (127),Calpurnia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4857
4806,CORN4806  Cornelia (445) = Paulla Cornelia,Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1090
4820,MARI4820  Maria (73),Maria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1786
4825,SEMP4825  Sempronia (108) Atratina,Sempronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2802
4830,ATIA4830  Atia (35) minor,Atia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2534
4832,DURO4832  Duronia (4),Duronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4834
4834,SEMP4834 T. Sempronius (83) Rutilus,Sempronius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4832
4840,VALE4840 M. Valerius (259) Messalla Barbatus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4693
4841,SALL4841 C. Sallustius (A) Passienus Crispinus,Sallustius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4740
4851,FONT4851  Fonteia (A),Fonteia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2639
4857,NONI4857 L. Nonius (16) Asprenas,Nonius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4792
4863,CORN4863 P. Cornelius (332) Scipio,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3906
4902,LUTA4902 Q. Lutatius (A),Lutatius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4009
4907,SULP4907 Ser. Sulpicius (19),Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4233
4914,SAUF4914  Saufeia (B),Saufeia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1992
4922,SICI4922 -. Sicinius (A),Sicinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4035
4923,MANL4923  Manlia (107),Manlia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2250
4926,MANL4926  Manlia (BP),Manlia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2312
4939,SENT4939  Sentia (15),Sentia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3080
4948,VIPS4948  Vipsania (Iulia 551) Iulia,Vipsania,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4726
4970,PUBL4970 -. Publicius (A),Publicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4232
4972,STAT4972 T. Statilius (36) Taurus,Statilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4313
4978,HIRT4978  Hirtuleia (not in RE),Hirtuleia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4458
4983,SULP4983  Sulpicia (110),Sulpicia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4462
5019,RACI5019  Racilia (2),Racilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,142
5022,VERG5022  Verginia (25),Verginia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,608
5026,VOLU5026 -. Volumnia (16),Volumnia,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4613
5161,CAES5161  Caesennia (14),Caesennia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4068
5185,ALBI5185 C. Albius (9) Clu. Oppianicus,Albius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,5199
5199,AURI5199  Auria (7),Auria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,5185
5292,PAPI5292  Papia (15),Papia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4545
5558,SEPT5558  Septimia (75),Septimia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4589
