
id,relativeid,relationshipid
4201,4022,12
4201,4051,12
4203,771,6
4204,1495,8
4204,4888,9
4206,591,8
4206,702,9
4206,744,9
4206,776,9
4206,4321,9
4207,1767,4
4207,3207,8
4207,4303,9
4207,4933,9
4207,1976,12
4207,3968,12
4207,4062,12
4208,3988,4
4208,4209,5
4209,4208,3
4210,1362,8
4210,1631,8
4210,1631,9
4210,1883,9
4210,1798,43
4210,1825,43
4211,4212,5
4211,707,6
4212,707,3
4212,4211,3
4213,4214,4
4213,1570,16
4214,4213,4
4214,1321,8
4214,1637,9
4214,4876,9
4216,924,4
4216,1222,4
4216,1178,12
4216,1194,12
4216,1483,12
4216,1561,12
4216,1575,12
4217,866,5
4217,1182,6
4217,1337,6
4217,1031,7
4218,814,5
4219,827,4
4219,4220,8
4219,4221,8
4219,952,12
4220,4221,4
4220,858,8
4220,1118,9
4220,1125,9
4220,1191,9
4220,4219,12
4221,4219,3
4221,4220,4
4221,3931,6
4222,792,5
4222,4223,6
4222,4635,6
4223,792,5
4223,4222,6
4223,4635,6
4224,929,16
4225,1041,5
4225,1237,6
4225,1455,6
4228,1396,4
4228,878,8
4228,3945,8
4228,1285,9
4228,1309,9
4228,1331,9
4228,3946,9
4228,1513,12
4229,2241,8
4229,3883,8
4229,2554,9
4229,2754,9
4229,3890,9
4229,4261,9
4229,4289,9
4229,4343,9
4230,3207,6
4232,4970,4
4232,2197,12
4233,4907,4
4233,3965,16
4234,762,5
4235,1615,4
4235,1591,8
4236,1991,4
4236,1871,8
4236,4359,8
4236,2661,9
4236,2663,9
4236,3873,9
4237,2553,5
4237,4742,5
4237,4238,6
4237,4239,6
4238,4179,4
4238,2553,5
4238,4742,5
4238,4237,6
4238,4239,6
4239,2553,5
4239,4742,5
4239,4237,6
4239,4238,6
4240,4241,3
4241,781,4
4241,4240,8
4241,1204,12
4241,1242,12
4241,1247,12
4241,3693,12
4242,1993,4
4242,1993,11
4242,2341,12
4242,2350,12
4242,4001,12
4243,4244,4
4244,4243,4
4245,1596,4
4245,1519,8
4245,1651,9
4245,4021,9
4246,832,4
4246,5000,8
4246,791,9
4246,853,9
4246,878,12
4246,1016,12
4247,907,4
4247,1433,12
4248,2758,4
4248,4743,9
4248,4313,12
4248,4356,12
4249,2370,4
4249,2107,8
4249,4191,8
4249,2758,9
4249,2802,9
4249,2914,9
4249,4292,9
4249,2803,12
4250,2370,19
4251,3037,4
4251,2104,8
4251,4252,8
4251,2534,9
4251,2597,9
4251,3883,9
4251,3909,9
4251,2639,12
4251,2927,12
4251,4731,27
4252,2104,4
4252,4251,12
4253,2392,8
4253,4722,8
4253,3903,9
4253,3904,9
4253,3911,9
4253,3912,9
4253,3914,9
4253,3922,9
4253,4175,9
4253,4176,9
4253,4187,9
4253,4190,9
4253,4254,9
4253,4255,9
4253,4721,9
4253,5160,9
4254,2808,4
4254,2396,8
4254,3909,8
4254,3903,9
4254,3904,9
4254,3911,9
4254,3912,9
4254,3914,9
4254,3922,9
4254,4175,9
4254,4176,9
4254,4187,9
4254,4190,9
4254,4253,9
4254,4255,9
4254,4721,9
4254,5160,9
4255,2895,4
4255,3903,4
4255,4315,4
4255,2396,8
4255,3909,8
4255,3903,9
4255,3904,9
4255,3911,9
4255,3912,9
4255,3914,9
4255,3922,9
4255,4175,9
4255,4176,9
4255,4187,9
4255,4190,9
4255,4253,9
4255,4254,9
4255,4721,9
4255,5160,9
4255,4840,12
4256,4738,3
4256,4790,3
4256,4791,4
4256,2458,5
4256,3963,5
4258,1799,4
4258,1957,12
4258,3885,12
4258,4184,12
4259,3917,8
4259,4289,8
4259,2241,9
4259,3870,9
4259,3917,9
4259,3958,9
4259,4012,9
4260,2241,4
4260,4263,8
4260,2241,11
4260,2754,12
4260,3890,12
4261,2241,5
4261,3883,5
4261,2554,6
4261,2754,6
4261,3890,6
4261,4229,6
4261,4289,6
4261,4343,6
4262,2347,4
4262,2241,10
4262,3882,12
4263,4260,3
4264,1998,8
4264,3881,9
4265,3939,5
4265,4784,5
4265,1998,6
4265,3880,6
4267,1981,4
4267,4000,4
4267,2328,12
4267,2372,12
4268,1598,5
4268,3863,5
4268,4269,6
4269,2023,4
4269,1598,8
4269,3863,8
4269,4268,9
4269,2489,12
4270,4141,3
4270,1500,5
4270,3996,5
4270,2023,6
4270,3862,6
4270,3863,6
4270,4023,6
4271,4275,4
4271,1660,12
4271,1778,12
4271,4099,12
4271,4820,12
4272,1660,23
4273,4274,4
4273,3271,12
4273,4152,12
4274,3271,3
4274,4273,4
4275,1660,3
4275,1778,3
4275,4099,3
4275,4820,3
4275,4271,4
4276,1551,3
4276,4903,3
4277,1976,4
4277,1932,8
4277,4278,8
4277,1976,11
4278,1932,4
4278,1663,8
4278,4277,12
4279,2010,3
4279,4280,4
4280,4279,4
4280,4281,8
4280,1746,9
4280,2010,12
4281,1746,3
4281,4280,3
4281,1223,5
4282,1746,4
4282,3971,8
4282,4283,8
4282,2536,9
4282,4284,12
4283,2536,3
4283,4282,3
4283,3971,4
4283,1888,5
4283,4908,6
4283,5008,6
4284,1746,8
4284,4282,8
4284,1783,9
4284,2262,9
4284,2300,9
4284,3867,9
4284,3920,9
4284,3937,9
4285,1746,4
4285,1746,11
4286,1746,4
4286,3867,12
4287,1746,4
4287,1746,11
4288,1452,4
4288,1560,12
4288,1599,12
4288,1753,12
4288,1807,12
4288,3864,12
4288,4056,12
4289,3917,4
4289,1902,8
4289,2554,9
4289,2754,9
4289,3890,9
4289,4229,9
4289,4261,9
4289,4343,9
4289,4259,12
4290,2553,12
4290,2898,12
4291,2449,9
4292,4461,4
4292,2107,8
4292,4191,8
4292,2758,9
4292,2802,9
4292,2914,9
4292,4249,9
4292,4981,12
4293,1651,4
4293,1756,12
4293,1865,12
4293,3949,12
4294,2518,5
4294,3902,6
4294,2520,7
4295,1876,4
4295,1898,8
4295,2261,9
4295,2443,12
4297,2808,5
4297,4174,5
4297,4179,6
4297,4828,6
4297,4947,6
4297,4948,6
4298,880,3
4298,4507,3
4298,4507,5
4298,1028,6
4299,2104,3
4303,3207,8
4303,4207,9
4303,4933,9
4303,2329,12
4304,3913,4
4304,2433,8
4304,3973,8
4304,4932,9
4304,4971,9
4304,2597,10
4305,1957,10
4306,2234,4
4306,2177,8
4306,4196,12
4307,4101,4
4307,1550,8
4307,1550,9
4307,1655,9
4307,1799,12
4307,1828,12
4307,3948,12
4308,3885,4
4309,4310,8
4310,4309,3
4311,1753,5
4311,4760,6
4311,1756,7
4312,2520,4
4312,4744,8
4312,4745,9
4312,4192,12
4313,4972,4
4313,2758,8
4313,4248,8
4313,4355,9
4313,4356,9
4313,4314,12
4313,4973,12
4313,4974,12
4314,4313,5
4314,4972,5
4314,4973,6
4314,4974,6
4315,4840,3
4315,4255,4
4315,2867,5
4315,2536,7
4316,4317,4
4316,3050,8
4317,4975,3
4317,5011,3
4317,4316,4
4317,4318,4
4317,2971,5
4318,4317,4
4318,2142,8
4318,3961,8
4318,4975,12
4318,5011,12
4318,1495,30
4318,1495,33
4320,3976,4
4320,4530,8
4321,591,5
4321,702,6
4321,744,6
4321,776,6
4321,4206,6
4322,2554,5
4322,4339,6
4322,1902,19
4323,4324,4
4323,4746,4
4323,2931,8
4323,4735,8
4323,4734,9
4324,4323,4
4324,4337,4
4324,3935,5
4325,3950,22
4327,4328,4
4327,2534,8
4327,4830,8
4328,4327,4
4328,2379,5
4328,3953,6
4328,4811,6
4329,2429,7
4329,4931,19
4330,4332,3
4330,4331,4
4330,2542,5
4330,4334,6
4330,4357,6
4330,4733,6
4331,4330,4
4331,4332,12
4332,4330,5
4332,4331,5
4333,4335,3
4333,4334,4
4333,2515,5
4333,4069,5
4333,3987,6
4333,3989,6
4334,4333,4
4334,2542,8
4334,4330,9
4334,4357,9
4334,4733,9
4334,4335,12
4335,4333,5
4335,4334,5
4336,4792,3
4336,4793,3
4336,4794,3
4336,2168,5
4336,3927,5
4336,3876,6
4337,4324,4
4339,2554,5
4339,4322,6
4339,1902,19
4340,856,4
4340,498,8
4340,559,9
4340,604,9
4340,712,9
4341,2821,4
4341,1969,8
4341,4110,9
4341,4778,12
4343,2241,8
4343,3883,8
4343,2554,9
4343,2754,9
4343,3890,9
4343,4229,9
4343,4261,9
4343,4289,9
4345,2676,3
4346,3758,5
4347,549,5
4348,2010,5
4348,2403,6
4348,2435,6
4348,3495,6
4348,4747,6
4348,4349,22
4349,4747,5
4349,4748,5
4349,4849,6
4349,4348,7
4350,727,3
4350,3943,4
4351,4119,4
4351,2308,12
4352,3203,4
4353,1963,4
4353,1789,8
4354,2457,4
4354,4019,8
4355,2758,5
4355,4766,5
4355,4313,6
4355,4356,6
4356,2758,5
4356,4248,5
4356,4313,6
4356,4355,6
4356,4743,7
4357,2598,4
4357,2542,8
4357,4330,9
4357,4334,9
4357,4733,9
4357,4358,12
4357,4857,12
4358,2598,5
4358,4357,5
4358,4857,6
4359,1871,4
4359,1974,4
4359,1616,8
4359,1740,9
4359,1974,11
4359,2661,12
4359,2663,12
4359,3873,12
4359,4236,12
4361,2162,19
4363,3258,5
4364,2981,4
4364,4016,8
4364,2450,9
4364,2477,9
4364,3775,9
4364,3888,9
4364,2834,12
4365,4366,4
4366,4365,4
4372,4832,5
4372,4834,7
4393,2501,3
4399,4797,5
4399,4469,13
4400,4548,5
4400,4752,5
4400,5223,6
4403,3169,5
4405,4798,3
4405,4406,5
4406,4405,3
4407,2100,3
4412,1912,3
4412,4131,3
4429,1822,6
4429,1764,23
4439,1939,3
4439,1985,3
4439,3281,3
4439,4440,3
4439,4498,3
4440,4439,5
4440,1939,6
4440,1985,6
4440,3281,6
4440,4498,6
4442,2882,3
4442,2500,6
4453,5311,3
4458,4978,4
4461,4981,3
4461,4292,4
4461,2088,5
4461,3984,5
4461,3671,6
4461,4164,6
4461,4791,6
4461,2459,16
4461,2489,16
4462,4982,3
4462,4983,4
4462,3940,16
4469,4399,15
4474,4549,6
4477,3263,5
4498,4439,5
4498,1939,6
4498,1985,6
4498,3281,6
4498,4440,6
4506,4145,20
4507,1028,3
4507,4298,3
4507,798,5
4507,4298,5
4507,880,6
4514,2088,3
4514,2182,3
4525,2080,5
4527,5552,6
4530,4320,3
4545,5184,3
4545,4749,4
4545,4750,4
4545,4751,4
4545,4752,4
4545,5292,4
4545,5185,6
4547,3880,4
4548,4400,3
4548,5223,3
4548,4752,4
4549,4474,6
4549,1963,16
4552,3965,3
4552,3966,3
4555,3898,3
4561,1988,3
4573,4574,6
4573,4799,6
4574,4573,6
4574,4799,6
4579,4984,15
4589,5558,4
4596,3974,21
4610,2088,25
4611,499,5
4613,5026,4
4613,5025,5
4614,287,5
4615,288,6
4625,1476,19
4635,1067,3
4635,792,5
4635,4222,6
4635,4223,6
4665,4201,3
4665,4993,5
4669,1406,4
4669,1800,12
4681,4682,3
4682,4681,5
4682,4683,15
4682,4683,21
4683,3163,8
4683,4682,21
4683,3163,30
4683,4682,38
4684,2664,5
4684,2572,6
4684,4174,6
4684,4729,6
4684,4763,6
4684,4864,6
4686,1757,5
4686,1614,19
4690,1660,23
4691,4692,3
4692,4691,5
4693,4840,4
4693,4175,8
4693,4195,8
4693,4740,9
4693,4741,9
4695,4696,3
4696,4695,5
4697,4698,3
4698,4697,5
4701,4702,3
4702,4701,5
4706,1993,3
4706,1180,5
4706,1180,6
4706,1553,6
4706,1626,6
4706,4707,6
4707,1471,5
4707,1180,6
4707,1553,6
4707,1626,6
4707,4706,6
4709,1471,3
4709,785,5
4710,2970,4
4710,1627,8
4710,1749,9
4711,2032,3
4712,2038,5
4712,3924,5
4712,2931,6
4712,3913,6
4713,2038,3
4714,2074,5
4714,3954,6
4715,2074,3
4716,2119,5
4716,3937,5
4717,2294,3
4718,2318,5
4718,3154,6
4719,2324,4
4719,2131,8
4720,2381,3
4721,2392,5
4721,4722,5
4721,3903,6
4721,3904,6
4721,3911,6
4721,3912,6
4721,3914,6
4721,3922,6
4721,4175,6
4721,4176,6
4721,4187,6
4721,4190,6
4721,4253,6
4721,4254,6
4721,4255,6
4721,5160,6
4722,2392,4
4722,4187,12
4722,4253,12
4722,4721,12
4722,5160,12
4723,2570,5
4723,2553,19
4724,2553,25
4724,2898,25
4726,4948,4
4726,2895,5
4726,4729,5
4726,4727,6
4727,2895,5
4727,4729,5
4727,4726,6
4729,2895,4
4729,3906,8
4729,4863,8
4729,2572,9
4729,4174,9
4729,4684,9
4729,4763,9
4729,4864,9
4729,4726,12
4729,4727,12
4730,2895,4
4730,2823,8
4730,2823,9
4730,4825,9
4731,2927,8
4731,4733,8
4731,4251,30
4733,2927,4
4733,2542,8
4733,4330,9
4733,4334,9
4733,4357,9
4733,4731,12
4734,2931,5
4734,4735,5
4734,4323,6
4735,2931,4
4735,4323,12
4735,4734,12
4736,3543,3
4737,3912,4
4738,4739,3
4738,4165,4
4738,4256,5
4738,4791,5
4738,4790,6
4739,4165,5
4739,4738,5
4740,4841,4
4740,4175,8
4740,4195,8
4740,4693,9
4740,4741,9
4741,4175,5
4741,4195,5
4741,4693,6
4741,4740,6
4742,2553,4
4742,3242,8
4742,4237,12
4742,4238,12
4742,4239,12
4743,4248,6
4743,4356,22
4744,4312,3
4744,4745,3
4745,4744,5
4745,4312,6
4746,4323,4
4747,4748,4
4747,2010,8
4747,2403,9
4747,2435,9
4747,3495,9
4747,4348,9
4747,4349,12
4747,4849,12
4748,4349,3
4748,4849,3
4748,4747,4
4749,4545,4
4750,4545,4
4751,4545,4
4752,4545,4
4752,4548,4
4752,4400,12
4752,5223,12
4753,785,3
4753,4754,5
4753,669,6
4754,669,3
4754,4753,3
4755,1519,3
4755,826,5
4755,1134,6
4755,3945,6
4755,827,7
4757,1415,5
4757,4866,6
4759,3780,4
4759,1695,8
4759,4029,8
4759,1836,9
4759,2071,12
4759,2082,12
4760,1753,5
4760,4311,6
4761,1882,4
4761,3869,12
4761,4063,12
4762,2328,4
4762,2078,8
4762,2860,12
4763,2082,5
4763,3906,5
4763,2572,6
4763,4174,6
4763,4684,6
4763,4729,6
4763,4864,6
4765,2140,4
4765,2467,8
4765,4058,12
4765,2031,30
4766,2758,4
4766,2272,8
4766,2739,9
4766,4355,12
4767,2274,4
4767,3790,8
4767,2543,12
4768,2290,3
4768,2356,3
4769,4860,3
4769,4861,3
4769,2338,5
4770,2543,5
4770,4771,6
4771,2543,5
4771,4770,6
4772,2550,3
4774,2709,4
4775,2739,8
4775,4776,8
4776,2739,4
4776,2313,8
4776,2399,9
4776,4775,12
4777,2819,3
4778,2821,5
4778,4341,5
4779,3164,3
4779,3177,3
4780,3169,3
4781,32,3
4782,335,3
4783,2297,4
4783,3869,8
4784,1998,3
4784,3880,3
4784,4265,3
4784,3939,4
4785,3950,5
4785,4179,5
4785,5010,6
4786,4011,4
4787,1764,3
4787,4056,4
4787,1403,5
4787,1205,19
4789,3914,5
4789,4194,5
4790,4256,8
4790,4791,8
4790,4738,9
4791,4256,4
4791,2088,8
4791,3984,8
4791,3671,9
4791,4164,9
4791,4461,9
4791,4738,12
4791,4790,12
4792,4857,4
4792,4336,8
4792,4793,9
4792,4794,9
4793,4336,5
4793,4792,6
4793,4794,6
4794,4336,5
4794,4792,6
4794,4793,6
4797,4399,12
4798,4405,5
4799,4573,6
4799,4574,6
4802,810,3
4802,662,5
4803,688,3
4804,76,3
4805,908,3
4806,1090,4
4806,980,8
4806,4859,8
4806,1506,12
4807,514,6
4808,546,3
4809,2959,3
4809,1117,5
4810,124,3
4811,2379,5
4811,3953,6
4811,4328,6
4812,2521,5
4813,2321,5
4813,3905,6
4813,3962,6
4814,444,8
4814,4815,9
4815,444,8
4815,4814,9
4816,692,3
4816,700,3
4817,1275,3
4817,1508,25
4818,1534,3
4818,1543,3
4818,925,5
4818,1123,6
4819,3538,3
4819,4844,3
4819,1566,5
4819,885,6
4820,1786,4
4820,4271,8
4820,4275,8
4820,1660,9
4820,1778,9
4820,4099,9
4820,1933,12
4820,1940,12
4820,4094,12
4820,4104,12
4820,4105,12
4821,1980,5
4821,2456,6
4822,2211,22
4825,2802,4
4825,2823,8
4825,2823,9
4825,4730,9
4828,2808,5
4828,4174,5
4828,4179,6
4828,4297,6
4828,4947,6
4828,4948,6
4830,2534,4
4830,2329,8
4830,4184,8
4830,3884,9
4830,4327,12
4831,995,3
4832,4834,4
4832,4372,12
4834,4832,4
4834,4372,22
4840,4693,4
4840,4255,5
4840,4315,5
4841,4740,4
4844,4819,5
4844,3538,6
4847,4848,7
4848,4847,22
4849,4747,5
4849,4748,5
4849,4349,6
4851,2639,4
4853,2319,13
4857,4792,4
4857,2598,5
4857,4357,5
4857,4358,6
4859,4806,3
4860,4769,5
4860,4861,6
4861,4769,5
4861,4860,6
4863,4729,3
4863,4864,3
4863,3906,4
4864,3906,5
4864,4863,5
4864,2572,6
4864,4174,6
4864,4684,6
4864,4729,6
4864,4763,6
4866,1882,3
4866,1415,5
4866,4757,6
4870,114,3
4870,142,3
4871,1170,16
4872,1172,3
4872,1251,3
4872,1278,3
4872,766,5
4872,788,6
4873,807,5
4873,1109,6
4873,1200,6
4873,1232,6
4874,1205,3
4874,681,5
4874,3861,6
4874,4880,6
4875,4877,5
4875,1321,6
4875,1354,6
4875,926,13
4876,1321,5
4876,1637,6
4876,4214,6
4877,1321,3
4877,1354,3
4877,4875,3
4878,1384,5
4878,1566,6
4878,3364,6
4879,4880,5
4879,1395,6
4880,1395,3
4880,4879,3
4880,681,5
4880,3861,6
4880,4874,6
4881,1397,5
4881,1596,6
4881,3991,6
4883,3,3
4883,13,3
4883,37,3
4883,60,3
4885,1442,5
4885,2250,25
4886,1802,3
4886,1821,3
4886,1466,5
4886,1492,6
4886,1815,6
4887,1947,3
4887,3552,3
4887,1475,5
4887,1652,6
4888,1495,5
4888,4204,6
4888,1495,19
4889,926,5
4889,1500,22
4890,1525,5
4890,3864,5
4890,4169,6
4890,5007,6
4891,153,5
4891,196,6
4892,1542,19
4893,1550,3
4894,1595,3
4894,1714,3
4895,2226,3
4895,1621,5
4896,1639,5
4896,3126,6
4897,4898,5
4897,163,6
4898,163,3
4898,4897,3
4899,1643,3
4900,1675,3
4900,3225,3
4902,1731,3
4902,4009,4
4903,1781,3
4903,4276,5
4903,1551,6
4904,1821,5
4905,3258,3
4905,1829,5
4906,1877,5
4907,4233,4
4907,1886,6
4908,2107,3
4908,1888,5
4908,4283,6
4908,5008,6
4910,1788,5
4910,1930,6
4911,2466,8
4911,1934,9
4911,3704,9
4911,2466,12
4912,1947,5
4913,1992,8
4913,4914,8
4913,2488,9
4914,1992,4
4914,2488,12
4914,4913,12
4915,2001,12
4916,2004,5
4917,1696,5
4917,1843,6
4917,2011,6
4920,2056,3
4921,2151,5
4921,4197,5
4922,2170,3
4922,4035,4
4923,2250,4
4923,3217,8
4923,2725,12
4923,4943,12
4924,2280,5
4926,2312,4
4927,2312,16
4929,2358,3
4930,23,3
4930,55,3
4931,2429,9
4931,4329,27
4932,2433,5
4932,3973,5
4932,4304,6
4932,4971,6
4933,2457,3
4933,3207,5
4933,4207,6
4933,4303,6
4936,344,3
4936,138,5
4936,246,6
4937,2478,5
4938,2506,15
4939,3080,4
4939,2518,12
4939,3906,12
4940,2581,8
4940,2930,9
4940,4166,9
4940,4180,9
4941,2661,5
4941,2860,7
4942,2711,5
4943,2250,5
4943,4923,5
4943,2725,6
4945,2466,3
4946,2788,8
4947,2808,8
4947,4174,8
4947,4179,9
4947,4297,9
4947,4828,9
4947,4948,9
4948,4726,4
4948,2808,8
4948,4174,8
4948,4179,9
4948,4297,9
4948,4828,9
4948,4947,9
4949,2808,3
4949,4177,3
4949,4182,3
4951,2869,3
4952,301,3
4952,5032,5
4954,391,3
4954,406,3
4954,5009,3
4954,332,6
4954,374,6
4955,336,3
4956,3385,5
4956,3286,6
4957,343,5
4958,3519,3
4958,1266,5
4958,2973,6
4959,522,3
4959,366,5
4960,3759,6
4961,977,3
4961,999,3
4961,3824,5
4962,3888,22
4963,747,3
4963,3959,3
4964,4004,3
4964,5545,3
4965,541,3
4965,401,5
4966,4073,22
4967,4073,3
4968,4092,3
4969,4103,3
4970,2197,3
4970,4232,4
4971,2433,5
4971,3973,5
4971,4304,6
4971,4932,6
4972,4314,3
4972,4973,3
4972,4974,3
4972,4313,4
4973,4313,5
4973,4972,5
4973,4314,6
4973,4974,6
4974,4313,5
4974,4972,5
4974,4314,6
4974,4973,6
4975,4317,5
4975,4318,5
4975,5011,6
4978,4458,4
4979,445,15
4980,445,3
4980,246,5
4980,388,6
4980,401,6
4981,4292,8
4981,4461,8
4982,4462,8
4982,4983,8
4983,4462,4
4983,4982,12
4984,4579,13
4985,497,5
4986,499,3
4988,3,5
4988,51,6
4988,5020,6
4989,534,3
4991,593,3
4992,786,3
4992,624,5
4992,580,6
4993,4665,3
4993,659,5
4993,5002,6
4994,807,3
4994,682,5
4995,936,3
4995,987,3
4995,684,5
4996,742,3
4997,767,3
4997,779,3
4998,783,3
4999,791,25
4999,853,25
5000,791,3
5000,853,3
5000,4246,3
5001,907,3
5002,921,3
5002,659,5
5002,4993,6
5003,926,3
5004,948,3
5005,949,5
5007,1525,5
5007,3864,5
5007,4169,6
5007,4890,6
5008,1888,5
5008,4283,6
5008,4908,6
5009,4954,5
5009,391,6
5009,406,6
5010,3950,5
5010,4179,5
5010,4785,6
5011,4317,5
5011,4318,5
5011,4975,6
5012,1903,8
5012,3958,8
5012,4080,9
5019,142,4
5019,231,12
5019,254,12
5019,303,12
5019,5029,12
5020,3,8
5020,51,9
5020,4988,9
5021,188,8
5022,608,4
5022,5024,8
5024,5022,3
5025,4613,12
5026,4613,4
5027,593,5
5029,142,5
5029,5019,5
5029,231,6
5029,254,6
5029,303,6
5032,4952,3
5032,13,5
5032,22,6
5032,79,6
5034,1781,5
5034,2075,6
5034,3776,6
5037,1502,5
5158,2422,25
5160,2392,5
5160,4722,5
5160,3903,6
5160,3904,6
5160,3911,6
5160,3912,6
5160,3914,6
5160,3922,6
5160,4175,6
5160,4176,6
5160,4187,6
5160,4190,6
5160,4253,6
5160,4254,6
5160,4255,6
5160,4721,6
5161,4068,4
5161,4067,12
5162,3469,3
5168,2836,5
5168,3268,6
5171,622,3
5172,628,3
5173,2408,22
5184,4545,5
5184,5292,5
5185,5199,4
5185,4545,6
5197,5198,3
5198,5197,5
5199,5185,4
5200,5201,6
5201,5200,6
5212,3967,3
5212,1712,25
5223,4548,8
5223,4752,8
5223,4400,9
5246,5247,3
5247,5246,5
5292,4545,4
5292,5184,12
5297,4116,3
5297,4118,3
5311,4453,5
5398,5400,5
5398,5401,6
5400,5398,3
5400,5401,3
5401,5400,5
5401,5398,6
5443,2573,5
5464,2128,5
5465,5681,8
5476,5682,3
5503,5683,5
5521,2512,5
5527,5528,3
5528,5527,5
5545,4964,5
5545,4004,6
5552,4527,6
5558,4589,4
5569,4139,5
5629,5684,6
5634,4046,37
5681,5465,3
5682,5476,5
5683,5503,3
5684,5629,6
